P11B_S7_bin.3_70	9e82ac82f8c2565cd02109110ece4876	539	SMART	SM00382	AAA_5	357	522	7.5E-12	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_70	9e82ac82f8c2565cd02109110ece4876	539	SMART	SM00382	AAA_5	33	239	3.8E-10	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_281	42d61c571f354c811abf75e060d27b38	831	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	552	670	1.9E-7	T	23-07-2025	IPR003959	ATPase, AAA-type, core
P11B_S7_bin.3_281	42d61c571f354c811abf75e060d27b38	831	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	216	345	4.1E-13	T	23-07-2025	IPR003959	ATPase, AAA-type, core
P11B_S7_bin.3_281	42d61c571f354c811abf75e060d27b38	831	SMART	SM00382	AAA_5	211	355	1.0E-8	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_281	42d61c571f354c811abf75e060d27b38	831	SMART	SM00382	AAA_5	547	685	3.5E-12	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_15	12ca989aa1783f1a3d1cd770de6f2887	315	SMART	SM00382	AAA_5	67	253	8.1E-18	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_241	04f549fd93ca4e0a78eb5a38ff3e0f20	679	SMART	SM00382	AAA_5	450	653	6.3E-15	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_122	160f103c6d6e29c799d76246640e52e1	621	SMART	SM00382	AAA_5	325	496	6.4E-8	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_122	160f103c6d6e29c799d76246640e52e1	621	SMART	SM00382	AAA_5	36	213	1.1E-10	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_275	b5a8e1fd3ae8292d068344a80c73bb2b	755	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	110	242	4.2E-14	T	23-07-2025	IPR003959	ATPase, AAA-type, core
P11B_S7_bin.3_275	b5a8e1fd3ae8292d068344a80c73bb2b	755	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	511	632	7.7E-9	T	23-07-2025	IPR003959	ATPase, AAA-type, core
P11B_S7_bin.3_275	b5a8e1fd3ae8292d068344a80c73bb2b	755	SMART	SM00382	AAA_5	105	249	1.2E-7	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_275	b5a8e1fd3ae8292d068344a80c73bb2b	755	SMART	SM00382	AAA_5	506	655	2.4E-10	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_153	4832bd5941b314cf82915a81a64f91b1	374	SMART	SM00382	AAA_5	77	248	1.7E-8	T	23-07-2025	IPR003593	AAA+ ATPase domain
P11B_S7_bin.3_365	6fac554798fc957e96575e0342b1d940	504	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	89	193	9.0E-15	T	23-07-2025	IPR003959	ATPase, AAA-type, core
P11B_S7_bin.3_365	6fac554798fc957e96575e0342b1d940	504	SMART	SM00382	AAA_5	85	206	1.6E-12	T	23-07-2025	IPR003593	AAA+ ATPase domain
