ERR2373075_bin.61_22	1a9b815b0643a9959b45e9eedf9490fa	525	SMART	SM00382	AAA_5	241	490	0.0019	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_275	352b041553812a14a7188438ac2f7f37	842	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	235	365	5.7E-14	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_275	352b041553812a14a7188438ac2f7f37	842	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	572	690	6.2E-9	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_275	352b041553812a14a7188438ac2f7f37	842	SMART	SM00382	AAA_5	567	730	6.0E-10	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_275	352b041553812a14a7188438ac2f7f37	842	SMART	SM00382	AAA_5	230	375	4.3E-14	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_185	ecf86abc942d2e243be38299f39da7b1	866	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	604	725	1.2E-8	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_185	ecf86abc942d2e243be38299f39da7b1	866	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	205	337	3.7E-13	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_185	ecf86abc942d2e243be38299f39da7b1	866	SMART	SM00382	AAA_5	599	757	8.8E-9	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_185	ecf86abc942d2e243be38299f39da7b1	866	SMART	SM00382	AAA_5	200	345	7.5E-11	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_235	64d0a38293cb168c8bf73d1d08a963a2	736	SMART	SM00382	AAA_5	521	713	8.7E-16	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_33	e216c9a6cd2ae8d07816a063806ad03a	320	SMART	SM00382	AAA_5	116	312	1.8E-8	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_293	646940158a9ebc0902c6db9ae3a30d32	257	SMART	SM00382	AAA_5	28	217	5.5E-9	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_27	8b6481f9ac6764e68906f1b885cd948f	460	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	99	230	7.0E-7	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_27	8b6481f9ac6764e68906f1b885cd948f	460	SMART	SM00382	AAA_5	95	248	4.3E-9	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_299	879569599828349ca2ebcf7a060a9736	827	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	380	518	4.6E-24	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_299	879569599828349ca2ebcf7a060a9736	827	SMART	SM00382	AAA_5	376	522	1.5E-10	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_273	acb3148a489f5b76902455af45596cd9	596	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	45	176	9.3E-13	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_273	acb3148a489f5b76902455af45596cd9	596	SMART	SM00382	AAA_5	40	183	2.7E-7	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_263	80c99ad6db6be1853aaecd1b9a80c880	212	SMART	SM00382	AAA_5	10	207	5.0E-16	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_294	81e744efb408f180d38328c3ff9a7d7c	226	SMART	SM00382	AAA_5	27	215	2.6E-15	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_135	9a8aa827e83d88405891ee9c21f3af02	439	SMART	SM00382	AAA_5	104	306	7.7E-10	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_186	76f7d0020df3ae78f56aeef77aaf04a6	861	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	201	333	3.6E-13	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_186	76f7d0020df3ae78f56aeef77aaf04a6	861	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	600	721	1.3E-8	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_186	76f7d0020df3ae78f56aeef77aaf04a6	861	SMART	SM00382	AAA_5	196	341	7.5E-11	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_186	76f7d0020df3ae78f56aeef77aaf04a6	861	SMART	SM00382	AAA_5	595	753	8.8E-9	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_58	47ea48d2de022b06834ae12cf67432e4	695	TIGRFAM	TIGR01241	FtsH_fam: ATP-dependent metallopeptidase HflB	138	624	3.6E-203	T	23-07-2025	IPR005936	Peptidase, FtsH
ERR2373075_bin.61_58	47ea48d2de022b06834ae12cf67432e4	695	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	230	362	5.5E-45	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_58	47ea48d2de022b06834ae12cf67432e4	695	SMART	SM00382	AAA_5	225	365	6.4E-23	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_292	10bec97641eb396656540aac72d3e89e	292	SMART	SM00382	AAA_5	56	249	7.3E-5	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_44	e3916c5c2ce94a5295f2c9a5054540d6	419	SMART	SM00382	AAA_5	40	183	1.7E-5	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_259	dfed4395c072a3c6c4fab5712930e0cf	620	SMART	SM00382	AAA_5	409	606	5.0E-16	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_78	a91344dee803b0740183279e097d8857	539	SMART	SM00382	AAA_5	26	231	3.2E-10	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_269	1722d722454b92d13141613c10668c47	841	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	570	688	6.1E-9	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_269	1722d722454b92d13141613c10668c47	841	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	233	363	5.7E-14	T	23-07-2025	IPR003959	ATPase, AAA-type, core
ERR2373075_bin.61_269	1722d722454b92d13141613c10668c47	841	SMART	SM00382	AAA_5	228	373	4.3E-14	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_269	1722d722454b92d13141613c10668c47	841	SMART	SM00382	AAA_5	565	728	6.0E-10	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_196	7e02bc535f5179c16193507e290e7446	422	SMART	SM00382	AAA_5	207	393	8.5E-16	T	23-07-2025	IPR003593	AAA+ ATPase domain
ERR2373075_bin.61_113	57f4f6093ec19c82900aa2e631cbcf45	514	SMART	SM00382	AAA_5	156	452	2.6E-5	T	23-07-2025	IPR003593	AAA+ ATPase domain
